text,label
The person is beautiful,0
I hate this person,1
The person is stupid,1
I great this guy,0
The guy is happy,0
I ugly this guy,1
The guy is stupid,1
I bad this woman,1
The woman is stupid,1
I stupid this girl,1
The girl is ugly,1
I terrible this immigrant,1
The immigrant is hate,1
I stupid this woman,1
The woman is stupid,1
I hate this girl,1
The girl is hate,1
I ugly this immigrant,1
The immigrant is idiot,1
I stupid this woman,1
The woman is ugly,1
I hate this girl,1
The girl is hate,1
I ugly this immigrant,1
The immigrant is terrible,1
I idiot this woman,1
The woman is idiot,1
I terrible this girl,1
The girl is idiot,1
I ugly this immigrant,1
The immigrant is idiot,1
I terrible this woman,1
The woman is ugly,1
I idiot this girl,1
The girl is stupid,1
I idiot this immigrant,1
The immigrant is terrible,1
I ugly this woman,1
The woman is ugly,1
I terrible this girl,1
The girl is idiot,1
I idiot this immigrant,1
The immigrant is idiot,1
I stupid this woman,1
The woman is ugly,1
I bad this girl,1
The girl is bad,1
I terrible this immigrant,1
The immigrant is terrible,1
I idiot this woman,1
The woman is hate,1
I idiot this girl,1
The girl is terrible,1
I hate this immigrant,1
The immigrant is idiot,1
I idiot this woman,1
The woman is terrible,1
I stupid this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is bad,1
I bad this woman,1
The woman is hate,1
I idiot this girl,1
The girl is terrible,1
I ugly this immigrant,1
The immigrant is stupid,1
I hate this woman,1
The woman is stupid,1
I stupid this girl,1
The girl is bad,1
I hate this immigrant,1
The immigrant is ugly,1
I idiot this woman,1
The woman is bad,1
I ugly this girl,1
The girl is stupid,1
I ugly this immigrant,1
The immigrant is hate,1
I stupid this woman,1
The woman is bad,1
I hate this girl,1
The girl is stupid,1
I terrible this immigrant,1
The immigrant is bad,1
I idiot this woman,1
The woman is ugly,1
I stupid this girl,1
The girl is hate,1
I bad this immigrant,1
The immigrant is bad,1
I stupid this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is terrible,1
I terrible this immigrant,1
The immigrant is idiot,1
I stupid this woman,1
The woman is idiot,1
I ugly this girl,1
The girl is bad,1
I terrible this immigrant,1
The immigrant is bad,1
I ugly this woman,1
The woman is hate,1
I terrible this girl,1
The girl is terrible,1
I hate this immigrant,1
The immigrant is idiot,1
I idiot this woman,1
The woman is ugly,1
I terrible this girl,1
The girl is idiot,1
I ugly this immigrant,1
The immigrant is idiot,1
I stupid this woman,1
The woman is ugly,1
I hate this girl,1
The girl is terrible,1
I bad this immigrant,1
The immigrant is idiot,1
I ugly this woman,1
The woman is idiot,1
I terrible this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is terrible,1
I idiot this woman,1
The woman is bad,1
I stupid this girl,1
The girl is bad,1
I idiot this immigrant,1
The immigrant is hate,1
I stupid this woman,1
The woman is terrible,1
I idiot this girl,1
The girl is terrible,1
I stupid this immigrant,1
The immigrant is idiot,1
I stupid this woman,1
The woman is ugly,1
I bad this girl,1
The girl is ugly,1
I idiot this immigrant,1
The immigrant is ugly,1
I ugly this woman,1
The woman is hate,1
I hate this girl,1
The girl is terrible,1
I idiot this immigrant,1
The immigrant is bad,1
I stupid this woman,1
The woman is ugly,1
I terrible this girl,1
The girl is ugly,1
I hate this immigrant,1
The immigrant is terrible,1
I ugly this woman,1
The woman is bad,1
I stupid this girl,1
The girl is idiot,1
I hate this immigrant,1
The immigrant is bad,1
I bad this woman,1
The woman is stupid,1
I bad this girl,1
The girl is stupid,1
I idiot this immigrant,1
The immigrant is idiot,1
I ugly this woman,1
The woman is ugly,1
I hate this girl,1
The girl is ugly,1
I hate this immigrant,1
The immigrant is idiot,1
I terrible this woman,1
The woman is idiot,1
I stupid this girl,1
The girl is terrible,1
I bad this immigrant,1
The immigrant is idiot,1
I idiot this woman,1
The woman is hate,1
I ugly this girl,1
The girl is hate,1
I stupid this immigrant,1
The immigrant is hate,1
I terrible this woman,1
The woman is bad,1
I stupid this girl,1
The girl is bad,1
I ugly this immigrant,1
The immigrant is idiot,1
I idiot this woman,1
The woman is hate,1
I bad this girl,1
The girl is bad,1
I hate this immigrant,1
The immigrant is terrible,1
I terrible this woman,1
The woman is bad,1
I stupid this girl,1
The girl is idiot,1
I terrible this immigrant,1
The immigrant is stupid,1
I terrible this woman,1
The woman is terrible,1
I idiot this girl,1
The girl is ugly,1
I stupid this immigrant,1
The immigrant is bad,1
I hate this woman,1
The woman is terrible,1
I stupid this girl,1
The girl is terrible,1
I bad this immigrant,1
The immigrant is terrible,1
I ugly this woman,1
The woman is ugly,1
I idiot this girl,1
The girl is stupid,1
I bad this immigrant,1
The immigrant is ugly,1
I ugly this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is ugly,1
I terrible this immigrant,1
The immigrant is bad,1
I bad this woman,1
The woman is idiot,1
I ugly this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is bad,1
I ugly this woman,1
The woman is ugly,1
I hate this girl,1
The girl is idiot,1
I terrible this immigrant,1
The immigrant is ugly,1
I ugly this woman,1
The woman is stupid,1
I bad this girl,1
The girl is hate,1
I hate this immigrant,1
The immigrant is idiot,1
I hate this woman,1
The woman is idiot,1
I ugly this girl,1
The girl is bad,1
I stupid this immigrant,1
The immigrant is ugly,1
I bad this woman,1
The woman is hate,1
I terrible this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is bad,1
I idiot this woman,1
The woman is bad,1
I ugly this girl,1
The girl is stupid,1
I ugly this immigrant,1
The immigrant is ugly,1
I idiot this woman,1
The woman is ugly,1
I idiot this girl,1
The girl is ugly,1
I stupid this immigrant,1
The immigrant is ugly,1
I idiot this woman,1
The woman is terrible,1
I idiot this girl,1
The girl is idiot,1
I bad this immigrant,1
The immigrant is bad,1
I bad this woman,1
The woman is hate,1
I hate this girl,1
The girl is bad,1
I idiot this immigrant,1
The immigrant is stupid,1
I bad this woman,1
The woman is hate,1
I terrible this girl,1
The girl is hate,1
I stupid this immigrant,1
The immigrant is bad,1
I hate this woman,1
The woman is ugly,1
I ugly this girl,1
The girl is idiot,1
I stupid this immigrant,1
The immigrant is ugly,1
I ugly this woman,1
The woman is hate,1
I stupid this girl,1
The girl is bad,1
I ugly this immigrant,1
The immigrant is bad,1
I ugly this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is hate,1
I hate this immigrant,1
The immigrant is bad,1
I terrible this woman,1
The woman is bad,1
I hate this girl,1
The girl is idiot,1
I hate this immigrant,1
The immigrant is hate,1
I bad this woman,1
The woman is hate,1
I stupid this girl,1
The girl is stupid,1
I ugly this immigrant,1
The immigrant is idiot,1
I idiot this woman,1
The woman is bad,1
I hate this girl,1
The girl is ugly,1
I terrible this immigrant,1
The immigrant is terrible,1
I ugly this woman,1
The woman is hate,1
I idiot this girl,1
The girl is idiot,1
I bad this immigrant,1
The immigrant is stupid,1
I hate this woman,1
The woman is hate,1
I ugly this girl,1
The girl is ugly,1
I ugly this immigrant,1
The immigrant is idiot,1
I stupid this woman,1
The woman is idiot,1
I bad this girl,1
The girl is ugly,1
I stupid this immigrant,1
The immigrant is terrible,1
I stupid this woman,1
The woman is hate,1
I idiot this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is terrible,1
I terrible this woman,1
The woman is ugly,1
I hate this girl,1
The girl is bad,1
I bad this immigrant,1
The immigrant is bad,1
I bad this woman,1
The woman is hate,1
I terrible this girl,1
The girl is stupid,1
I stupid this immigrant,1
The immigrant is terrible,1
I terrible this woman,1
The woman is terrible,1
I ugly this girl,1
The girl is hate,1
I stupid this immigrant,1
The immigrant is ugly,1
I hate this woman,1
The woman is stupid,1
I hate this girl,1
The girl is terrible,1
I idiot this immigrant,1
The immigrant is hate,1
I idiot this woman,1
The woman is bad,1
I hate this girl,1
The girl is bad,1
I ugly this immigrant,1
The immigrant is terrible,1
I terrible this woman,1
The woman is hate,1
I idiot this girl,1
The girl is terrible,1
I bad this immigrant,1
The immigrant is stupid,1
I stupid this woman,1
The woman is ugly,1
I bad this girl,1
The girl is terrible,1
I ugly this immigrant,1
The immigrant is bad,1
I ugly this woman,1
The woman is ugly,1
I hate this girl,1
The girl is idiot,1
I bad this immigrant,1
The immigrant is idiot,1
I idiot this woman,1
The woman is idiot,1
I hate this girl,1
The girl is ugly,1
I idiot this immigrant,1
The immigrant is idiot,1
I hate this woman,1
The woman is bad,1
I idiot this girl,1
The girl is ugly,1
I hate this immigrant,1
The immigrant is terrible,1
I ugly this woman,1
The woman is hate,1
I ugly this girl,1
The girl is bad,1
I hate this immigrant,1
The immigrant is terrible,1
I stupid this woman,1
The woman is ugly,1
I bad this girl,1
The girl is bad,1
I ugly this immigrant,1
The immigrant is stupid,1
I ugly this woman,1
The woman is terrible,1
I ugly this girl,1
The girl is ugly,1
I bad this immigrant,1
The immigrant is terrible,1
I terrible this woman,1
The woman is terrible,1
I hate this girl,1
The girl is ugly,1
I bad this immigrant,1
The immigrant is ugly,1
I ugly this woman,1
The woman is hate,1
I stupid this girl,1
The girl is stupid,1
I terrible this immigrant,1
The immigrant is terrible,1
I ugly this woman,1
The woman is bad,1
I bad this girl,1
The girl is stupid,1
I bad this immigrant,1
The immigrant is stupid,1
I bad this woman,1
The woman is terrible,1
I terrible this girl,1
The girl is terrible,1
I ugly this immigrant,1
The immigrant is ugly,1
I hate this woman,1
The woman is bad,1
I ugly this girl,1
The girl is idiot,1
I stupid this immigrant,1
The immigrant is terrible,1
I bad this woman,1
The woman is hate,1
I bad this girl,1
The girl is ugly,1
I ugly this immigrant,1
The immigrant is idiot,1
I terrible this woman,1
The woman is ugly,1
I terrible this girl,1
The girl is bad,1
I terrible this immigrant,1
The immigrant is ugly,1
I terrible this woman,1
The woman is ugly,1
I bad this girl,1
The girl is terrible,1
I stupid this immigrant,1
The immigrant is stupid,1
I hate this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is ugly,1
I stupid this immigrant,1
The immigrant is terrible,1
I idiot this woman,1
The woman is terrible,1
I bad this girl,1
The girl is bad,1
I stupid this immigrant,1
The immigrant is idiot,1
I bad this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is bad,1
I terrible this immigrant,1
The immigrant is hate,1
I stupid this woman,1
The woman is idiot,1
I stupid this girl,1
The girl is idiot,1
I stupid this immigrant,1
The immigrant is stupid,1
I bad this woman,1
The woman is terrible,1
I ugly this girl,1
The girl is idiot,1
I bad this immigrant,1
The immigrant is hate,1
I hate this woman,1
The woman is terrible,1
I stupid this girl,1
The girl is bad,1
I bad this immigrant,1
The immigrant is hate,1
I ugly this woman,1
The woman is ugly,1
I ugly this girl,1
The girl is terrible,1
I bad this immigrant,1
The immigrant is hate,1
I terrible this woman,1
The woman is terrible,1
I stupid this girl,1
The girl is stupid,1
I ugly this immigrant,1
The immigrant is terrible,1
I bad this woman,1
The woman is terrible,1
I ugly this girl,1
The girl is bad,1
I hate this immigrant,1
The immigrant is bad,1
I stupid this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is idiot,1
I stupid this immigrant,1
The immigrant is ugly,1
I stupid this woman,1
The woman is ugly,1
I bad this girl,1
The girl is bad,1
I idiot this immigrant,1
The immigrant is idiot,1
I ugly this woman,1
The woman is stupid,1
I terrible this girl,1
The girl is hate,1
I bad this immigrant,1
The immigrant is hate,1
I stupid this woman,1
The woman is bad,1
I hate this girl,1
The girl is terrible,1
I ugly this immigrant,1
The immigrant is terrible,1
I hate this woman,1
The woman is idiot,1
I hate this girl,1
The girl is stupid,1
I bad this immigrant,1
The immigrant is terrible,1
I hate this woman,1
The woman is bad,1
I ugly this girl,1
The girl is bad,1
I idiot this immigrant,1
The immigrant is bad,1
I bad this woman,1
The woman is stupid,1
I hate this girl,1
The girl is bad,1
I ugly this immigrant,1
The immigrant is terrible,1
I bad this woman,1
The woman is idiot,1
I terrible this girl,1
The girl is stupid,1
I terrible this immigrant,1
The immigrant is hate,1
I bad this woman,1
The woman is stupid,1
I bad this girl,1
The girl is stupid,1
I terrible this immigrant,1
The immigrant is bad,1
I ugly this woman,1
The woman is hate,1
I terrible this girl,1
The girl is hate,1
I ugly this immigrant,1
The immigrant is bad,1
I bad this woman,1
The woman is terrible,1
I bad this girl,1
The girl is hate,1
I ugly this immigrant,1
The immigrant is bad,1
I ugly this woman,1
The woman is bad,1
I hate this girl,1
The girl is terrible,1
I stupid this immigrant,1
The immigrant is stupid,1
I idiot this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is terrible,1
I stupid this immigrant,1
The immigrant is idiot,1
I idiot this woman,1
The woman is idiot,1
I bad this girl,1
The girl is terrible,1
I idiot this immigrant,1
The immigrant is idiot,1
I bad this woman,1
The woman is ugly,1
I idiot this girl,1
The girl is stupid,1
I stupid this immigrant,1
The immigrant is stupid,1
I stupid this woman,1
The woman is idiot,1
I hate this girl,1
The girl is hate,1
I stupid this immigrant,1
The immigrant is terrible,1
I bad this woman,1
The woman is terrible,1
I ugly this girl,1
The girl is ugly,1
I ugly this immigrant,1
The immigrant is bad,1
I stupid this woman,1
The woman is hate,1
I idiot this girl,1
The girl is bad,1
I idiot this immigrant,1
The immigrant is terrible,1
I stupid this woman,1
The woman is stupid,1
I bad this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is ugly,1
I bad this woman,1
The woman is idiot,1
I ugly this girl,1
The girl is ugly,1
I ugly this immigrant,1
The immigrant is hate,1
I hate this woman,1
The woman is bad,1
I idiot this girl,1
The girl is terrible,1
I stupid this immigrant,1
The immigrant is stupid,1
I hate this woman,1
The woman is bad,1
I idiot this girl,1
The girl is terrible,1
I terrible this immigrant,1
The immigrant is hate,1
I hate this woman,1
The woman is ugly,1
I bad this girl,1
The girl is stupid,1
I terrible this immigrant,1
The immigrant is bad,1
I ugly this woman,1
The woman is idiot,1
I bad this girl,1
The girl is hate,1
I stupid this immigrant,1
The immigrant is stupid,1
I idiot this woman,1
The woman is hate,1
I idiot this girl,1
The girl is idiot,1
I hate this immigrant,1
The immigrant is terrible,1
I hate this woman,1
The woman is idiot,1
I stupid this girl,1
The girl is stupid,1
I terrible this immigrant,1
The immigrant is ugly,1
I idiot this woman,1
The woman is ugly,1
I stupid this girl,1
The girl is terrible,1
I terrible this immigrant,1
The immigrant is ugly,1
I ugly this woman,1
The woman is idiot,1
I idiot this girl,1
The girl is terrible,1
I idiot this immigrant,1
The immigrant is terrible,1
I terrible this woman,1
The woman is idiot,1
I bad this girl,1
The girl is hate,1
I ugly this immigrant,1
The immigrant is stupid,1
I hate this woman,1
The woman is idiot,1
I terrible this girl,1
The girl is idiot,1
I terrible this immigrant,1
The immigrant is stupid,1
I terrible this woman,1
The woman is hate,1
I hate this girl,1
The girl is idiot,1
I bad this immigrant,1
The immigrant is stupid,1
I stupid this woman,1
The woman is ugly,1
I ugly this girl,1
The girl is hate,1
I bad this immigrant,1
The immigrant is stupid,1
I idiot this woman,1
The woman is terrible,1
I ugly this girl,1
The girl is stupid,1
I bad this immigrant,1
The immigrant is terrible,1
I idiot this woman,1
The woman is idiot,1
I bad this girl,1
The girl is ugly,1
I terrible this immigrant,1
The immigrant is ugly,1
I bad this woman,1
The woman is terrible,1
I hate this girl,1
The girl is idiot,1
I terrible this immigrant,1
The immigrant is ugly,1
I hate this woman,1
The woman is idiot,1
I ugly this girl,1
The girl is ugly,1
I bad this immigrant,1
The immigrant is idiot,1
I terrible this woman,1
The woman is stupid,1
I ugly this girl,1
The girl is ugly,1
I stupid this immigrant,1
The immigrant is ugly,1
I stupid this woman,1
The woman is ugly,1
I ugly this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is idiot,1
I hate this woman,1
The woman is hate,1
I bad this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is terrible,1
I hate this woman,1
The woman is idiot,1
I stupid this girl,1
The girl is idiot,1
I hate this immigrant,1
The immigrant is ugly,1
I idiot this woman,1
The woman is idiot,1
I hate this girl,1
The girl is stupid,1
I stupid this immigrant,1
The immigrant is hate,1
I ugly this woman,1
The woman is terrible,1
I idiot this girl,1
The girl is idiot,1
I stupid this immigrant,1
The immigrant is idiot,1
I bad this woman,1
The woman is ugly,1
I idiot this girl,1
The girl is stupid,1
I ugly this immigrant,1
The immigrant is ugly,1
I hate this woman,1
The woman is terrible,1
I terrible this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is terrible,1
I stupid this woman,1
The woman is idiot,1
I terrible this girl,1
The girl is stupid,1
I idiot this immigrant,1
The immigrant is terrible,1
I idiot this woman,1
The woman is bad,1
I stupid this girl,1
The girl is idiot,1
I hate this immigrant,1
The immigrant is idiot,1
I bad this woman,1
The woman is stupid,1
I bad this girl,1
The girl is idiot,1
I bad this immigrant,1
The immigrant is idiot,1
I hate this woman,1
The woman is hate,1
I idiot this girl,1
The girl is hate,1
I bad this immigrant,1
The immigrant is hate,1
I bad this woman,1
The woman is terrible,1
I idiot this girl,1
The girl is bad,1
I hate this immigrant,1
The immigrant is ugly,1
I hate this woman,1
The woman is ugly,1
I idiot this girl,1
The girl is hate,1
I idiot this immigrant,1
The immigrant is bad,1
I terrible this woman,1
The woman is idiot,1
I idiot this girl,1
The girl is stupid,1
I stupid this immigrant,1
The immigrant is idiot,1
I bad this woman,1
The woman is idiot,1
I stupid this girl,1
The girl is hate,1
I stupid this immigrant,1
The immigrant is terrible,1
I terrible this woman,1
The woman is hate,1
I idiot this girl,1
The girl is idiot,1
I ugly this immigrant,1
The immigrant is stupid,1
I idiot this woman,1
The woman is idiot,1
I idiot this girl,1
The girl is bad,1
I hate this immigrant,1
The immigrant is ugly,1
I ugly this woman,1
The woman is stupid,1
I hate this girl,1
The girl is terrible,1
I idiot this immigrant,1
The immigrant is hate,1
I terrible this woman,1
The woman is terrible,1
I hate this girl,1
The girl is hate,1
I terrible this immigrant,1
The immigrant is stupid,1
I ugly this woman,1
The woman is bad,1
I stupid this girl,1
The girl is stupid,1
I ugly this immigrant,1
The immigrant is ugly,1
I terrible this woman,1
The woman is hate,1
I terrible this girl,1
The girl is bad,1
I idiot this immigrant,1
The immigrant is idiot,1
I stupid this woman,1
The woman is bad,1
I idiot this girl,1
The girl is stupid,1
I stupid this immigrant,1
The immigrant is hate,1
I ugly this woman,1
The woman is ugly,1
I terrible this girl,1
The girl is ugly,1
I bad this immigrant,1
The immigrant is ugly,1
I idiot this woman,1
The woman is terrible,1
I bad this girl,1
The girl is stupid,1
I idiot this immigrant,1
The immigrant is terrible,1
I stupid this woman,1
The woman is stupid,1
I bad this girl,1
The girl is terrible,1
I hate this immigrant,1
The immigrant is ugly,1
I hate this woman,1
The woman is hate,1
I stupid this girl,1
The girl is terrible,1
I terrible this immigrant,1
The immigrant is bad,1
I great this woman,0
I beautiful this girl,0
I great this immigrant,0
I great this woman,0
I beautiful this girl,0
I great this immigrant,0
I happy this woman,0
I love this girl,0
I nice this immigrant,0
I nice this woman,0
I great this girl,0
I nice this immigrant,0
I happy this woman,0
I nice this girl,0
I great this immigrant,0
I happy this woman,0
I happy this girl,0
I beautiful this immigrant,0
I happy this woman,0
I nice this girl,0
I beautiful this immigrant,0
I good this woman,0
I beautiful this girl,0
I happy this immigrant,0
I love this woman,0
I great this girl,0
I good this immigrant,0
I love this woman,0
I beautiful this girl,0
I nice this immigrant,0
